Value stream,Linea Produccion,PN
JOINT REPAIR,L08 celda 1,72202983
JOINT REPAIR,L08 celda 1,72202984
JOINT REPAIR,L08 celda 1,72202985
JOINT REPAIR,L08 celda 1,14395
JOINT REPAIR,L08 celda 1,72202674
JOINT REPAIR,L08 celda 1,72202675
JOINT REPAIR,L08 celda 1,72202814
JOINT REPAIR,L08 celda 1,72202815
JOINT REPAIR,L08 celda 1,72202871
JOINT REPAIR,L08 celda 1,72200819
JOINT REPAIR,L08 celda 1,72200820
JOINT REPAIR,L08 celda 1,72202621
JOINT REPAIR,L08 celda 1,72202986
JOINT REPAIR,L08 celda 1,72203951
JOINT REPAIR,L08 celda 1,72203952
JOINT REPAIR,L08 celda 1,72201537
JOINT REPAIR,L08 celda 1,7210081
JOINT REPAIR,L08 celda 1,7210084
JOINT REPAIR,L08 celda 1,7210085
JOINT REPAIR,L08 celda 1,7210086
JOINT REPAIR,L08 celda 1,7210088
JOINT REPAIR,L08 celda 1,72201634
JOINT REPAIR,L08 celda 1,72201658
JOINT REPAIR,L08 celda 1,72202965
JOINT REPAIR,L08 celda 1,72203793
JOINT REPAIR,L08 celda 1,14617
JOINT REPAIR,L08 celda 1,12421
JOINT REPAIR,L08 celda 1,14623
JOINT REPAIR,L08 celda 1,7207220
JOINT REPAIR,L08 celda 1,7207256
JOINT REPAIR,L08 celda 1,7207258
JOINT REPAIR,L08 celda 1,7207259
JOINT REPAIR,L08 celda 1,7207260
JOINT REPAIR,L08 celda 1,7207261
JOINT REPAIR,L08 celda 1,7207262
JOINT REPAIR,L08 celda 1,7207263
JOINT REPAIR,L08 celda 1,7207264
JOINT REPAIR,L08 celda 1,7210760
JOINT REPAIR,L08 celda 1,7210764
JOINT REPAIR,L08 celda 1,7211138
JOINT REPAIR,L08 celda 1,72201201
JOINT REPAIR,L08 celda 1,72202189
JOINT REPAIR,L08 celda 1,72205316
JOINT REPAIR,L08 celda 1,72205317
JOINT REPAIR,L08 celda 1,72202868
JOINT REPAIR,L08 celda 1,7207030
JOINT REPAIR,L08 celda 1,7207248
JOINT REPAIR,L08 celda 1,7207249
JOINT REPAIR,L08 celda 1,7207301
JOINT REPAIR,L08 celda 1,7209410
JOINT REPAIR,L08 celda 1,7209411
JOINT REPAIR,L08 celda 1,7209412
JOINT REPAIR,L08 celda 1,7209413
JOINT REPAIR,L08 celda 1,10600
JOINT REPAIR,L08 celda 1,10610
JOINT REPAIR,L08 celda 1,10620
JOINT REPAIR,L08 celda 1,10630
JOINT REPAIR,L08 celda 1,10640
JOINT REPAIR,L08 celda 1,10650
JOINT REPAIR,L08 celda 1,10660
JOINT REPAIR,L08 celda 1,14202
JOINT REPAIR,L08 celda 1,14205
JOINT REPAIR,L08 celda 1,14206
JOINT REPAIR,L08 celda 1,14207
JOINT REPAIR,L08 celda 1,14208
JOINT REPAIR,L08 celda 1,14813
JOINT REPAIR,L08 celda 1,14814
JOINT REPAIR,L08 celda 1,72202507
JOINT REPAIR,L08 celda 1,7210122
JOINT REPAIR,L08 celda 1,7210126
JOINT REPAIR,L08 celda 1,4615
JOINT REPAIR,L08 celda 1,4616
JOINT REPAIR,L08 celda 1,4617
JOINT REPAIR,L08 celda 1,14407
JOINT REPAIR,L08 celda 1,7207247
JOINT REPAIR,L08 celda 1,7210118
JOINT REPAIR,L08 celda 1,7210120
JOINT REPAIR,L08 celda 1,7210121
JOINT REPAIR,L08 celda 1,13593
JOINT REPAIR,L08 celda 1,72202809
JOINT REPAIR,L08 celda 1,72202881
JOINT REPAIR,L08 celda 1,14394
JOINT REPAIR,L08 celda 1,14399
JOINT REPAIR,L08 celda 1,7205659
JOINT REPAIR,L08 celda 1,7210149
JOINT REPAIR,L08 celda 1,7210450
JOINT REPAIR,L08 celda 1,72200658
JOINT REPAIR,L08 celda 1,14718
JOINT REPAIR,L08 celda 1,7207227
JOINT REPAIR,L08 celda 1,7207228
JOINT REPAIR,L08 celda 1,7207229
JOINT REPAIR,L08 celda 1,7209950
JOINT REPAIR,L08 celda 1,12405
JOINT REPAIR,L08 celda 1,14719
JOINT REPAIR,L08 celda 1,14477
JOINT REPAIR,L08 celda 1,72203331
JOINT REPAIR,L08 celda 1,72202992
JOINT REPAIR,L08 celda 1,72202990
JOINT REPAIR,L08 celda 1,7209415
JOINT REPAIR,L08 celda 1,7209416
JOINT REPAIR,L08 celda 1,72205381
JOINT REPAIR,L08 celda 1,72205382
JOINT REPAIR,L08 celda 1,72205383
JOINT REPAIR,L08 celda 1,72205385
JOINT REPAIR,L08 celda 1,72205386
JOINT REPAIR,L08 celda 1,72205387
JOINT REPAIR,L08 celda 1,72205388
JOINT REPAIR,L08 celda 3,72201361
JOINT REPAIR,L08 celda 3,72203704
JOINT REPAIR,L08 celda 3,72200758
JOINT REPAIR,L08 celda 3,72200147
JOINT REPAIR,L08 celda 3,7211137
JOINT REPAIR,L08 celda 3,14859
JOINT REPAIR,L08 celda 3,72200419
JOINT REPAIR,L08 celda 3,72200148
JOINT REPAIR,L08 celda 3,7210424
JOINT REPAIR,L08 celda 3,72203697
JOINT REPAIR,L08 celda 3,72201806
JOINT REPAIR,L08 celda 3,72202602
JOINT REPAIR,L08 celda 3,7205644
JOINT REPAIR,L08 celda 3,7205647
JOINT REPAIR,L08 celda 3,7205650
JOINT REPAIR,L08 celda 3,72203379
JOINT REPAIR,L08 celda 3,7210300
JOINT REPAIR,L08 celda 3,72203852
JOINT REPAIR,L08 celda 3,72204688
JOINT REPAIR,L08 celda 3,72202606
JOINT REPAIR,L08 celda 3,14396
JOINT REPAIR,L08 celda 3,72201881
JOINT REPAIR,L08 celda 3,72203776
JOINT REPAIR,L08 celda 3,72202896
JOINT REPAIR,L08 celda 3,72200787
JOINT REPAIR,L08 celda 3,72200755
JOINT REPAIR,L08 celda 3,72201594
JOINT REPAIR,L08 celda 3,72203853
JOINT REPAIR,L08 celda 3,7210082
JOINT REPAIR,L08 celda 3,7207257
JOINT REPAIR,L08 celda 3,72205138
JOINT REPAIR,L08 celda 3,72205136
JOINT REPAIR,L08 celda 3,7210083
JOINT REPAIR,L08 celda 3,72200153
JOINT REPAIR,L08 celda 3,7210080
JOINT REPAIR,L08 celda 3,7210087
JOINT REPAIR,L08 celda 3,72203330
JOINT REPAIR,L08 celda 3,7207250
JOINT REPAIR,L08 celda 3,72203160
JOINT REPAIR,L08 celda 3,72203855
JOINT REPAIR,L08 celda 3,72203856
JOINT REPAIR,L08 celda 3,72204669
JOINT REPAIR,L08 celda 3,72204690
JOINT REPAIR,L08 celda 3,72204691
JOINT REPAIR,L08 celda 3,72204988
JOINT REPAIR,L08 celda 3,72205022
JOINT REPAIR,L08 celda 3,72205062
JOINT REPAIR,L08 celda 3,72205169
JOINT REPAIR,L08 celda 3,72205267
JOINT REPAIR,L08 celda 3,7210304
JOINT REPAIR,L08 celda 3,7210309
JOINT REPAIR,L08 celda 3,72201882
JOINT REPAIR,L08 celda 3,72203854
JOINT REPAIR,L08 celda 3,72204689
JOINT REPAIR,L08 celda 3,72203841
JOINT REPAIR,L08 celda 3,72203842
JOINT REPAIR,L08 celda 3,72204687
JOINT REPAIR,L08 celda 3,72205060
JOINT REPAIR,L08 celda 3,72205061
JOINT REPAIR,L08 celda 3,72205137
JOINT REPAIR,L08 celda 3,72201805
JOINT REPAIR,L08 celda 3,72202612
JOINT REPAIR,L08 celda 3,72202616
JOINT REPAIR,L08 celda 3,72202620
JOINT REPAIR,L08 celda 3,7210303
JOINT REPAIR,L08 celda 3,7210301
JOINT REPAIR,L08 celda 3,7210302
JOINT REPAIR,L08 celda 3,72202019
JOINT REPAIR,L08 celda 3,72202067
JOINT REPAIR,L08 celda 3,72202611
JOINT REPAIR,L08 celda 3,72202613
JOINT REPAIR,L08 celda 3,72202615
JOINT REPAIR,L08 celda 3,72202618
JOINT REPAIR,L08 celda 3,72202619
JOINT REPAIR,L08 celda 3,72202622
JOINT REPAIR,L08 celda 3,72203784
JOINT REPAIR,L08 celda 3,7209107
JOINT REPAIR,L08 celda 3,7209108
JOINT REPAIR,L08 celda 3,7207284
JOINT REPAIR,L08 celda 3,7210214
JOINT REPAIR,L08 celda 3,7207222
JOINT REPAIR,L08 celda 3,72201702
JOINT REPAIR,L08 celda 3,7210711
JOINT REPAIR,L08 celda 3,72202807
JOINT REPAIR,L08 celda 3,14508
JOINT REPAIR,L08 celda 3,7207738
JOINT REPAIR,L08 celda 3,7207925
JOINT REPAIR,L08 celda 3,7207926
JOINT REPAIR,L08 celda 3,7207940
JOINT REPAIR,L08 celda 3,7208678
JOINT REPAIR,L08 celda 3,7209216
JOINT REPAIR,L08 celda 3,7209217
JOINT REPAIR,L08 celda 3,7209218
JOINT REPAIR,L08 celda 3,7210153
JOINT REPAIR,L08 celda 3,7210154
JOINT REPAIR,L08 celda 3,72202009
JOINT REPAIR,L08 celda 3,72202389
JOINT REPAIR,L08 celda 3,72202796
JOINT REPAIR,L08 celda 3,72202797
JOINT REPAIR,L08 celda 3,72202798
JOINT REPAIR,L08 celda 3,72202799
JOINT REPAIR,L08 celda 3,72202818
JOINT REPAIR,L08 celda 3,72202879
JOINT REPAIR,L08 celda 3,72203123
JOINT REPAIR,L08 celda 3,72202397
JOINT REPAIR,L08 celda 3,72202403
JOINT REPAIR,L08 celda 3,72202603
JOINT REPAIR,L08 celda 3,72202610
JOINT REPAIR,L08 celda 3,72203783
JOINT REPAIR,L08 celda 3,72202901
JOINT REPAIR,L08 celda 3,72202902
JOINT REPAIR,L08 celda 3,72202810
JOINT REPAIR,L08 celda 3,72202597
JOINT REPAIR,L08 celda 3,72202608
JOINT REPAIR,L08 celda 3,72202624
JOINT REPAIR,L08 celda 3,72202626
JOINT REPAIR,L08 celda 3,72202631
JOINT REPAIR,L08 celda 3,7210713
JOINT REPAIR,L08 celda 3,7210710
JOINT REPAIR,L08 celda 3,7205640
JOINT REPAIR,L08 celda 3,7205641
JOINT REPAIR,L08 celda 3,7205642
JOINT REPAIR,L08 celda 3,7205643
JOINT REPAIR,L08 celda 3,7205645
JOINT REPAIR,L08 celda 3,7205646
JOINT REPAIR,L08 celda 3,7205648
JOINT REPAIR,L08 celda 3,7205649
JOINT REPAIR,L08 celda 3,7205651
JOINT REPAIR,L08 celda 3,7205652
JOINT REPAIR,L08 celda 3,7205653
JOINT REPAIR,L08 celda 3,7205654
JOINT REPAIR,L08 celda 3,7205655
JOINT REPAIR,L08 celda 3,7205656
JOINT REPAIR,L08 celda 3,7205657
JOINT REPAIR,L08 celda 3,7209204
JOINT REPAIR,L08 celda 3,7210131
JOINT REPAIR,L08 celda 3,7210132
JOINT REPAIR,L08 celda 3,7210133
JOINT REPAIR,L08 celda 3,7210134
JOINT REPAIR,L08 celda 3,7210135
JOINT REPAIR,L08 celda 3,7210136
JOINT REPAIR,L08 celda 3,7210137
JOINT REPAIR,L08 celda 3,7210138
JOINT REPAIR,L08 celda 3,7210139
JOINT REPAIR,L08 celda 3,7210140
JOINT REPAIR,L08 celda 3,7210141
JOINT REPAIR,L08 celda 3,7210142
JOINT REPAIR,L08 celda 3,7210143
JOINT REPAIR,L08 celda 3,7210144
JOINT REPAIR,L08 celda 3,7210145
JOINT REPAIR,L08 celda 3,7210146
JOINT REPAIR,L08 celda 3,7210147
JOINT REPAIR,L08 celda 3,7210148
JOINT REPAIR,L08 celda 3,7207221
JOINT REPAIR,L08 celda 3,72201703
JOINT REPAIR,L08 celda 3,72201704
JOINT REPAIR,L08 celda 3,72202600
JOINT REPAIR,L08 celda 3,72204983
JOINT REPAIR,L08 celda 3,72204984
JOINT REPAIR,L08 celda 3,72203290
JOINT REPAIR,L08 celda 3,72203291
JOINT REPAIR,L08 celda 3,72202897
JOINT REPAIR,L08 celda 3,72202900
JOINT REPAIR,L08 celda 3,72203103
JOINT REPAIR,L08 celda 3,72203104
JOINT REPAIR,L08 celda 3,72203105
JOINT REPAIR,L08 celda 3,7210423
JOINT REPAIR,L08 celda 3,7210425
JOINT REPAIR,L08 celda 3,7210426
JOINT REPAIR,L08 celda 3,7210427
JOINT REPAIR,L08 celda 3,72200418
JOINT REPAIR,L08 celda 3,72201076
JOINT REPAIR,L08 celda 3,7210712
JOINT REPAIR,L08 celda 3,7207197
JOINT REPAIR,L08 celda 3,72201991
JOINT REPAIR,L08 celda 3,72201992
JOINT REPAIR,L08 celda 3,72201993
JOINT REPAIR,L08 celda 3,72201994
JOINT REPAIR,L08 celda 3,72201995
JOINT REPAIR,L08 celda 3,72201996
JOINT REPAIR,L08 celda 3,72202165
JOINT REPAIR,L08 celda 3,72205135
JOINT REPAIR,L08 celda 3,72203705
JOINT REPAIR,L08 celda 3,72203706
JOINT REPAIR,L08 celda 3,72203707
JOINT REPAIR,L08 celda 3,72203708
JOINT REPAIR,L08 celda 3,72203801
JOINT REPAIR,L08 celda 3,72205020
JOINT REPAIR,L08 celda 3,7210707
JOINT REPAIR,L08 celda 3,7210708
JOINT REPAIR,L08 celda 3,72203378
JOINT REPAIR,L08 celda 3,72203380
JOINT REPAIR,L08 celda 3,7207315
JOINT REPAIR,L08 celda 3,72201406
JOINT REPAIR,L08 celda 3,72201407
JOINT REPAIR,L08 celda 3,72202595
JOINT REPAIR,L08 celda 3,72202599
JOINT REPAIR,L08 celda 3,72202605
JOINT REPAIR,L08 celda 3,72202623
JOINT REPAIR,L08 celda 3,72202625
JOINT REPAIR,L08 celda 3,72202630
JOINT REPAIR,L08 celda 3,72202893
JOINT REPAIR,L08 celda 3,72202894
JOINT REPAIR,L08 celda 3,72202895
JOINT REPAIR,L08 celda 3,72202898
JOINT REPAIR,L08 celda 3,72202899
JOINT REPAIR,L08 celda 3,72203981
JOINT REPAIR,L08 celda 3,72203982
JOINT REPAIR,L08 celda 3,72203983
JOINT REPAIR,L08 celda 3,72203984
JOINT REPAIR,L08 celda 3,7210709
JOINT REPAIR,L08 celda 3,72200777
JOINT REPAIR,L08 celda 3,72200779
JOINT REPAIR,L08 celda 3,72200785
JOINT REPAIR,L08 celda 3,72200436
JOINT REPAIR,L08 celda 3,72200437
JOINT REPAIR,L08 celda 3,72200439
JOINT REPAIR,L08 celda 3,72200440
JOINT REPAIR,L08 celda 3,72202998
JOINT REPAIR,L08 celda 3,7209874
JOINT REPAIR,L08 celda 3,72202825
JOINT REPAIR,L08 celda 3,72200761
JOINT REPAIR,L08 celda 3,72200762
JOINT REPAIR,L08 celda 3,72200763
JOINT REPAIR,L08 celda 3,72200766
JOINT REPAIR,L08 celda 3,72200769
JOINT REPAIR,L08 celda 3,72200796
JOINT REPAIR,L08 celda 3,72201541
JOINT REPAIR,L08 celda 3,72201542
JOINT REPAIR,L08 celda 3,72201543
JOINT REPAIR,L08 celda 3,72203280
JOINT REPAIR,L08 celda 3,72203281
JOINT REPAIR,L08 celda 3,72200750
JOINT REPAIR,L08 celda 3,72200752
JOINT REPAIR,L08 celda 3,72205021
JOINT REPAIR,L08 celda 3,13186
JOINT REPAIR,L08 celda 3,72200134
JOINT REPAIR,L08 celda 3,72201206
JOINT REPAIR,L08 celda 3,72201207
JOINT REPAIR,L08 celda 3,72201208
JOINT REPAIR,L08 celda 3,72201209
JOINT REPAIR,L08 celda 3,72201210
JOINT REPAIR,L08 celda 3,72201211
JOINT REPAIR,L08 celda 3,72202038
JOINT REPAIR,L08 celda 3,72202039
JOINT REPAIR,L08 celda 3,72202040
JOINT REPAIR,L08 celda 3,72202082
JOINT REPAIR,L08 celda 3,72203785
JOINT REPAIR,L08 celda 3,72203786
JOINT REPAIR,L08 celda 3,72201811
JOINT REPAIR,L08 celda 3,14200
JOINT REPAIR,L08 celda 3,14201
JOINT REPAIR,L08 celda 3,14203
JOINT REPAIR,L08 celda 3,14204
JOINT REPAIR,L08 celda 3,7205485
JOINT REPAIR,L08 celda 3,7205488
JOINT REPAIR,L08 celda 3,7207001
JOINT REPAIR,L08 celda 3,7207002
JOINT REPAIR,L08 celda 3,7207003
JOINT REPAIR,L08 celda 3,7207004
JOINT REPAIR,L08 celda 3,7207005
JOINT REPAIR,L08 celda 3,7207006
JOINT REPAIR,L08 celda 3,7207007
JOINT REPAIR,L08 celda 3,7207008
JOINT REPAIR,L08 celda 3,7207009
JOINT REPAIR,L08 celda 3,7209779
JOINT REPAIR,L08 celda 3,7209414
JOINT REPAIR,L08 celda 3,7209415
JOINT REPAIR,L08 celda 3,7209416
JOINT REPAIR,L08 celda 3,72200027
JOINT REPAIR,L08 celda 3,72200839
JOINT REPAIR,L08 celda 3,72200840
JOINT REPAIR,L08 celda 3,72200841
JOINT REPAIR,L08 celda 3,72200842
JOINT REPAIR,L08 celda 3,72200843
JOINT REPAIR,L08 celda 3,72200844
JOINT REPAIR,L08 celda 3,7204895
JOINT REPAIR,L08 celda 3,7204896
JOINT REPAIR,L08 celda 3,7205360
JOINT REPAIR,L08 celda 3,7209485
JOINT REPAIR,L08 celda 3,7210752
JOINT REPAIR,L08 celda 3,14771
JOINT REPAIR,L08 celda 3,72203896
JOINT REPAIR,L08 celda 3,72203897
JOINT REPAIR,L08 celda 3,72205127
JOINT REPAIR,L08 celda 3,72205128
JOINT REPAIR,L08 celda 3,72205129
JOINT REPAIR,L08 celda 3,72200146
JOINT REPAIR,L08 celda 3,72200149
JOINT REPAIR,L08 celda 3,72200150
JOINT REPAIR,L08 celda 3,72200151
JOINT REPAIR,L08 celda 3,72200152
JOINT REPAIR,L08 celda 3,72200154
JOINT REPAIR,L08 celda 3,72200155
JOINT REPAIR,L08 celda 3,72202980
JOINT REPAIR,L08 celda 3,72202981
JOINT REPAIR,L08 celda 3,72202982
JOINT REPAIR,L08 celda 3,72202983
JOINT REPAIR,L08 celda 3,72202984
JOINT REPAIR,L08 celda 3,72202985
JOINT REPAIR,L08 celda 3,14395
JOINT REPAIR,L08 celda 3,72202674
JOINT REPAIR,L08 celda 3,72202675
JOINT REPAIR,L08 celda 3,72202814
JOINT REPAIR,L08 celda 3,72202815
JOINT REPAIR,L08 celda 3,72202871
JOINT REPAIR,L08 celda 3,72200819
JOINT REPAIR,L08 celda 3,72200820
JOINT REPAIR,L08 celda 3,72202621
JOINT REPAIR,L08 celda 3,72202986
JOINT REPAIR,L08 celda 3,72203951
JOINT REPAIR,L08 celda 3,72203952
JOINT REPAIR,L08 celda 3,72201537
JOINT REPAIR,L08 celda 3,7210081
JOINT REPAIR,L08 celda 3,7210084
JOINT REPAIR,L08 celda 3,7210085
JOINT REPAIR,L08 celda 3,7210086
JOINT REPAIR,L08 celda 3,7210088
JOINT REPAIR,L08 celda 3,72201634
JOINT REPAIR,L08 celda 3,72201658
JOINT REPAIR,L08 celda 3,72202965
JOINT REPAIR,L08 celda 3,72203793
JOINT REPAIR,L08 celda 3,14617
JOINT REPAIR,L08 celda 3,12421
JOINT REPAIR,L08 celda 3,14623
JOINT REPAIR,L08 celda 3,7207220
JOINT REPAIR,L08 celda 3,7207256
JOINT REPAIR,L08 celda 3,7207258
JOINT REPAIR,L08 celda 3,7207259
JOINT REPAIR,L08 celda 3,7207260
JOINT REPAIR,L08 celda 3,7207261
JOINT REPAIR,L08 celda 3,7207262
JOINT REPAIR,L08 celda 3,7207263
JOINT REPAIR,L08 celda 3,7207264
JOINT REPAIR,L08 celda 3,7210760
JOINT REPAIR,L08 celda 3,7210764
JOINT REPAIR,L08 celda 3,7211138
JOINT REPAIR,L08 celda 3,72201201
JOINT REPAIR,L08 celda 3,72202189
JOINT REPAIR,L08 celda 3,72205316
JOINT REPAIR,L08 celda 3,72205317
JOINT REPAIR,L08 celda 3,72202868
JOINT REPAIR,L08 celda 3,7207030
JOINT REPAIR,L08 celda 3,7207248
JOINT REPAIR,L08 celda 3,7207249
JOINT REPAIR,L08 celda 3,7207301
JOINT REPAIR,L08 celda 3,7209410
JOINT REPAIR,L08 celda 3,7209411
JOINT REPAIR,L08 celda 3,7209412
JOINT REPAIR,L08 celda 3,7209413
JOINT REPAIR,L08 celda 3,10600
JOINT REPAIR,L08 celda 3,10610
JOINT REPAIR,L08 celda 3,10620
JOINT REPAIR,L08 celda 3,10630
JOINT REPAIR,L08 celda 3,10640
JOINT REPAIR,L08 celda 3,10650
JOINT REPAIR,L08 celda 3,10660
JOINT REPAIR,L08 celda 3,14202
JOINT REPAIR,L08 celda 3,14205
JOINT REPAIR,L08 celda 3,14206
JOINT REPAIR,L08 celda 3,14207
JOINT REPAIR,L08 celda 3,14208
JOINT REPAIR,L08 celda 3,14813
JOINT REPAIR,L08 celda 3,14814
JOINT REPAIR,L08 celda 3,72202507
JOINT REPAIR,L08 celda 3,7210122
JOINT REPAIR,L08 celda 3,7210126
JOINT REPAIR,L08 celda 3,4615
JOINT REPAIR,L08 celda 3,4616
JOINT REPAIR,L08 celda 3,4617
JOINT REPAIR,L08 celda 3,14407
JOINT REPAIR,L08 celda 3,7207247
JOINT REPAIR,L08 celda 3,7210118
JOINT REPAIR,L08 celda 3,7210120
JOINT REPAIR,L08 celda 3,7210121
JOINT REPAIR,L08 celda 3,13593
JOINT REPAIR,L08 celda 3,72202809
JOINT REPAIR,L08 celda 3,72202881
JOINT REPAIR,L08 celda 3,14394
JOINT REPAIR,L08 celda 3,14399
JOINT REPAIR,L08 celda 3,7205659
JOINT REPAIR,L08 celda 3,7210149
JOINT REPAIR,L08 celda 3,7210450
JOINT REPAIR,L08 celda 3,72200658
JOINT REPAIR,L08 celda 3,14718
JOINT REPAIR,L08 celda 3,7207227
JOINT REPAIR,L08 celda 3,7207228
JOINT REPAIR,L08 celda 3,7207229
JOINT REPAIR,L08 celda 3,7209950
JOINT REPAIR,L08 celda 3,12405
JOINT REPAIR,L08 celda 3,14719
JOINT REPAIR,L08 celda 3,14477
JOINT REPAIR,L08 celda 3,72203331
JOINT REPAIR,L08 celda 3,72202992
JOINT REPAIR,L08 celda 3,72202990
JOINT REPAIR,L08 celda 3,7209415
JOINT REPAIR,L08 celda 3,7209416
JOINT REPAIR,L08 celda 3,72205381
JOINT REPAIR,L08 celda 3,72205382
JOINT REPAIR,L08 celda 3,72205383
JOINT REPAIR,L08 celda 3,72205385
JOINT REPAIR,L08 celda 3,72205386
JOINT REPAIR,L08 celda 3,72205387
JOINT REPAIR,L08 celda 3,72205388
JOINT REPAIR,L08 celda 4,72201361
JOINT REPAIR,L08 celda 4,72203704
JOINT REPAIR,L08 celda 4,72200758
JOINT REPAIR,L08 celda 4,72200147
JOINT REPAIR,L08 celda 4,7211137
JOINT REPAIR,L08 celda 4,14859
JOINT REPAIR,L08 celda 4,72200419
JOINT REPAIR,L08 celda 4,72200148
JOINT REPAIR,L08 celda 4,7210424
JOINT REPAIR,L08 celda 4,72203697
JOINT REPAIR,L08 celda 4,72201806
JOINT REPAIR,L08 celda 4,72202602
JOINT REPAIR,L08 celda 4,7205644
JOINT REPAIR,L08 celda 4,7205647
JOINT REPAIR,L08 celda 4,7205650
JOINT REPAIR,L08 celda 4,72203379
JOINT REPAIR,L08 celda 4,7210300
JOINT REPAIR,L08 celda 4,72203852
JOINT REPAIR,L08 celda 4,72204688
JOINT REPAIR,L08 celda 4,72202606
JOINT REPAIR,L08 celda 4,14396
JOINT REPAIR,L08 celda 4,72201881
JOINT REPAIR,L08 celda 4,72203776
JOINT REPAIR,L08 celda 4,72202896
JOINT REPAIR,L08 celda 4,72200787
JOINT REPAIR,L08 celda 4,72200755
JOINT REPAIR,L08 celda 4,72201594
JOINT REPAIR,L08 celda 4,72203853
JOINT REPAIR,L08 celda 4,7210082
JOINT REPAIR,L08 celda 4,7207257
JOINT REPAIR,L08 celda 4,72205138
JOINT REPAIR,L08 celda 4,72205136
JOINT REPAIR,L08 celda 4,7210083
JOINT REPAIR,L08 celda 4,72200153
JOINT REPAIR,L08 celda 4,7210080
JOINT REPAIR,L08 celda 4,7210087
JOINT REPAIR,L08 celda 4,72203330
JOINT REPAIR,L08 celda 4,7207250
JOINT REPAIR,L08 celda 4,72203160
JOINT REPAIR,L08 celda 4,72203855
JOINT REPAIR,L08 celda 4,72203856
JOINT REPAIR,L08 celda 4,72204669
JOINT REPAIR,L08 celda 4,72204690
JOINT REPAIR,L08 celda 4,72204691
JOINT REPAIR,L08 celda 4,72204988
JOINT REPAIR,L08 celda 4,72205022
JOINT REPAIR,L08 celda 4,72205062
JOINT REPAIR,L08 celda 4,72205169
JOINT REPAIR,L08 celda 4,72205267
JOINT REPAIR,L08 celda 4,7210304
JOINT REPAIR,L08 celda 4,7210309
JOINT REPAIR,L08 celda 4,72201882
JOINT REPAIR,L08 celda 4,72203854
JOINT REPAIR,L08 celda 4,72204689
JOINT REPAIR,L08 celda 4,72203841
JOINT REPAIR,L08 celda 4,72203842
JOINT REPAIR,L08 celda 4,72204687
JOINT REPAIR,L08 celda 4,72205060
JOINT REPAIR,L08 celda 4,72205061
JOINT REPAIR,L08 celda 4,72205137
JOINT REPAIR,L08 celda 4,72201805
JOINT REPAIR,L08 celda 4,72202612
JOINT REPAIR,L08 celda 4,72202616
JOINT REPAIR,L08 celda 4,72202620
JOINT REPAIR,L08 celda 4,7210303
JOINT REPAIR,L08 celda 4,7210301
JOINT REPAIR,L08 celda 4,7210302
JOINT REPAIR,L08 celda 4,72202019
JOINT REPAIR,L08 celda 4,72202067
JOINT REPAIR,L08 celda 4,72202611
JOINT REPAIR,L08 celda 4,72202613
JOINT REPAIR,L08 celda 4,72202615
JOINT REPAIR,L08 celda 4,72202618
JOINT REPAIR,L08 celda 4,72202619
JOINT REPAIR,L08 celda 4,72202622
JOINT REPAIR,L08 celda 4,72203784
JOINT REPAIR,L08 celda 4,7209107
JOINT REPAIR,L08 celda 4,7209108
JOINT REPAIR,L08 celda 4,7207284
JOINT REPAIR,L08 celda 4,7210214
JOINT REPAIR,L08 celda 4,7207222
JOINT REPAIR,L08 celda 4,72201702
JOINT REPAIR,L08 celda 4,7210711
JOINT REPAIR,L08 celda 4,72202807
JOINT REPAIR,L08 celda 4,14508
JOINT REPAIR,L08 celda 4,7207738
JOINT REPAIR,L08 celda 4,7207925
JOINT REPAIR,L08 celda 4,7207926
JOINT REPAIR,L08 celda 4,7207940
JOINT REPAIR,L08 celda 4,7208678
JOINT REPAIR,L08 celda 4,7209216
JOINT REPAIR,L08 celda 4,7209217
JOINT REPAIR,L08 celda 4,7209218
JOINT REPAIR,L08 celda 4,7210153
JOINT REPAIR,L08 celda 4,7210154
JOINT REPAIR,L08 celda 4,72202009
JOINT REPAIR,L08 celda 4,72202389
JOINT REPAIR,L08 celda 4,72202796
JOINT REPAIR,L08 celda 4,72202797
JOINT REPAIR,L08 celda 4,72202798
JOINT REPAIR,L08 celda 4,72202799
JOINT REPAIR,L08 celda 4,72202818
JOINT REPAIR,L08 celda 4,72202879
JOINT REPAIR,L08 celda 4,72203123
JOINT REPAIR,L08 celda 4,72202397
JOINT REPAIR,L08 celda 4,72202403
JOINT REPAIR,L08 celda 4,72202603
JOINT REPAIR,L08 celda 4,72202610
JOINT REPAIR,L08 celda 4,72203783
JOINT REPAIR,L08 celda 4,72202901
JOINT REPAIR,L08 celda 4,72202902
JOINT REPAIR,L08 celda 4,72202810
JOINT REPAIR,L08 celda 4,72202597
JOINT REPAIR,L08 celda 4,72202608
JOINT REPAIR,L08 celda 4,72202624
JOINT REPAIR,L08 celda 4,72202626
JOINT REPAIR,L08 celda 4,72202631
JOINT REPAIR,L08 celda 4,7210713
JOINT REPAIR,L08 celda 4,7210710
JOINT REPAIR,L08 celda 4,7205640
JOINT REPAIR,L08 celda 4,7205641
JOINT REPAIR,L08 celda 4,7205642
JOINT REPAIR,L08 celda 4,7205643
JOINT REPAIR,L08 celda 4,7205645
JOINT REPAIR,L08 celda 4,7205646
JOINT REPAIR,L08 celda 4,7205648
JOINT REPAIR,L08 celda 4,7205649
